Symbol,Yahoo,Section,Yahoo Type,Yahoo Exchange,Stmt Price 2/28/26,Yahoo Last,DOD Price,DOD Price per 2/28 share,DOD Price as traded,F_dod_feb,F_after_feb,Splits since DOD,Method,Flag,high_1205,low_1205,mean_1205,high_1208,low_1208,mean_1208,nav_date,nav
ASAZY,ASAZY,Stocks,EQUITY,PNK,21.23,18.44,19.0525,19.0525,19.0525,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,19.200000762939453,19.079999923706055,19.140000343322754,19.06999969482422,18.860000610351562,18.96500015258789,,
ALAB,ALAB,Stocks,EQUITY,NMS,118.83,297.865,163.865,163.865,163.865,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,163.1199951171875,154.13999938964844,158.62999725341797,176.64999389648438,161.5500030517578,169.0999984741211,,
ATLKY,ATLKY,Stocks,EQUITY,PNK,21.56,21.77,17.985,17.985,17.985,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,18.040000915527344,17.860000610351562,17.950000762939453,18.100000381469727,17.940000534057617,18.020000457763672,,
ATO,ATO,Stocks,EQUITY,NYQ,186.79,168.755,170.08,170.08,170.08,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,172.1300048828125,170.27999877929688,171.2050018310547,171.16000366210938,166.75,168.9550018310547,,
ADP,ADP,Stocks,EQUITY,NMS,214.36,269.205,260.2,260.2,260.2,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,262.760009765625,259.3399963378906,261.0500030517578,261.1199951171875,257.5799865722656,259.34999084472656,,
AN,AN,Stocks,EQUITY,NYQ,195.16,209.615,215.76,215.76,215.76,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,217.52999877929688,214.07000732421875,215.8000030517578,218.0800018310547,213.36000061035156,215.72000122070312,,
AZO,AZO,Stocks,EQUITY,NYQ,3755.58,2977.76,3810.66,3810.66,3810.66,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,3868.4599609375,3781.580078125,3825.02001953125,3829.60009765625,3763.0,3796.300048828125,,
CAR,CAR,Stocks,EQUITY,NMS,97.41,133.61,134.465,134.465,134.465,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,139.02000427246094,132.8800048828125,135.95000457763672,134.41000366210938,131.5500030517578,132.9800033569336,,
AXAHY,AXAHY,Stocks,EQUITY,OQX,48.83,50.66,45.095,45.095,45.095,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,45.18000030517578,44.810001373291016,44.9950008392334,45.400001525878906,44.9900016784668,45.19500160217285,,
BAESY,BAESY,Stocks,EQUITY,PNK,116.0,104.865,90.4075,90.4075,90.4075,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,90.08999633789062,89.12999725341797,89.6099967956543,92.18000030517578,90.2300033569336,91.20500183105469,,
BP,BP,Stocks,EQUITY,NYQ,38.86,44.84,36.0825,36.0825,36.0825,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,36.72999954223633,35.790000915527344,36.260000228881836,36.099998474121094,35.709999084472656,35.904998779296875,,
BNPQY,BNPQY,Stocks,EQUITY,OQX,56.08,60.11,44.235,44.235,44.235,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,44.36000061035156,43.900001525878906,44.130001068115234,44.63999938964844,44.040000915527344,44.34000015258789,,
BKR,BKR,Stocks,EQUITY,NMS,65.26,64.2,49.0325,49.0325,49.0325,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,50.7599983215332,49.04999923706055,49.904998779296875,49.189998626708984,47.130001068115234,48.15999984741211,,
BBVA,BBVA,Stocks,EQUITY,NYQ,23.13,29.425,21.9275,21.9275,21.9275,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,22.149999618530273,21.770000457763672,21.960000038146973,22.020000457763672,21.770000457763672,21.895000457763672,,
SAN,SAN,Stocks,EQUITY,NYQ,12.36,14.92,11.0125,11.0125,11.0125,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,11.149999618530273,10.920000076293945,11.03499984741211,11.039999961853027,10.9399995803833,10.989999771118164,,
BAC,BAC,Stocks,EQUITY,NYQ,49.83,62.805,54.0675,54.0675,54.0675,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,54.83000183105469,53.7400016784668,54.28500175476074,54.209999084472656,53.4900016784668,53.85000038146973,,
BKRIY,BKRIY,Stocks,EQUITY,PNK,19.48,23.34,18.5075,18.5075,18.5075,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,18.760000228881836,18.389999389648438,18.574999809265137,18.6200008392334,18.260000228881836,18.440000534057617,,
BK,BNY,Stocks,EQUITY,NYQ,119.1,164.205,114.2825,114.2825,114.2825,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,114.95999908447266,113.4000015258789,114.18000030517578,114.98999786376953,113.77999877929688,114.3849983215332,,
BCS,BCS,Stocks,EQUITY,NYQ,24.28,26.945,23.2775,23.2775,23.2775,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,23.5,23.15999984741211,23.329999923706055,23.299999237060547,23.149999618530273,23.22499942779541,,
BAYRY,BAYRY,Stocks,EQUITY,OQX,12.3,14.35,9.88,9.88,9.88,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,9.729999542236328,9.619999885559082,9.674999713897705,10.130000114440918,10.039999961853027,10.085000038146973,,
BMWKY,BMWKY,Stocks,EQUITY,PNK,35.23,24.75,37.445,37.445,37.445,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,37.59000015258789,37.040000915527344,37.31500053405762,37.7599983215332,37.38999938964844,37.57499885559082,,
ONC,ONC,Stocks,EQUITY,NMS,316.99,350.72,324.815,324.815,324.815,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,332.6400146484375,310.1099853515625,321.375,331.8299865722656,324.67999267578125,328.25498962402344,,
BKGFY,BKGFY,Stocks,EQUITY,PNK,11.79,9.29,9.9025,9.9025,9.9025,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,9.989999771118164,9.84000015258789,9.914999961853027,10.220000267028809,9.5600004196167,9.890000343322754,,
BRKB,BRK-B,Stocks,EQUITY,NYQ,504.95,505.474,499.9725,499.9725,499.9725,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,505.760009765625,500.5400085449219,503.15000915527344,502.9700012207031,490.6199951171875,496.7949981689453,,
BLK,BLK,Stocks,EQUITY,NYQ,1063.23,1103.355,1068.225,1068.225,1068.225,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,1074.0,1062.8900146484375,1068.4450073242188,1078.8599853515625,1057.1500244140625,1068.0050048828125,,
BHKLY,BHKLY,Stocks,EQUITY,PNK,114.59,135.5,95.355,95.355,95.355,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,95.87000274658203,95.69999694824219,95.78499984741211,95.05000305175781,94.80000305175781,94.92500305175781,,
BA,BA,Stocks,EQUITY,NYQ,227.53,211.675,203.2325,203.2325,203.2325,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,202.9499969482422,200.55999755859375,201.75499725341797,206.86000061035156,202.55999755859375,204.70999908447266,,
BKNG,BKNG,Stocks,EQUITY,NMS,4239.35,181.555,205.4799,5136.9975,5136.9975,1.0,25.0,2026-04-06 25:1,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,207.98080444335938,200.7740020751953,204.37740325927734,208.3780059814453,204.78680419921875,206.58240509033203,,
BAH,BAH,Stocks,EQUITY,NYQ,78.83,72.59,89.8325,89.8325,89.8325,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,88.58999633789062,86.55000305175781,87.56999969482422,93.8499984741211,90.33999633789062,92.09499740600586,,
BWA,BWA,Stocks,EQUITY,NYQ,57.57,66.78,42.855,42.855,42.855,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,43.689998626708984,43.279998779296875,43.48499870300293,42.7400016784668,41.709999084472656,42.22500038146973,,
BSX,BSX,Stocks,EQUITY,NYQ,76.85,45.365,96.3775,96.3775,96.3775,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,98.69000244140625,97.0199966430664,97.85499954223633,97.06999969482422,92.7300033569336,94.9000015258789,,
BXBLY,BXBLY,Stocks,EQUITY,PNK,35.59,27.6,30.3775,30.3775,30.3775,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,30.8700008392334,29.549999237060547,30.210000038146973,30.65999984741211,30.43000030517578,30.545000076293945,,
EAT,EAT,Stocks,EQUITY,NYQ,148.2,223.045,141.3575,141.3575,141.3575,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,143.66000366210938,139.5399932861328,141.5999984741211,143.99000549316406,138.24000549316406,141.11500549316406,,
BMY,BMY,Stocks,EQUITY,NYQ,62.37,65.02,52.0675,52.0675,52.0675,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,52.5099983215332,51.689998626708984,52.099998474121094,52.40999984741211,51.65999984741211,52.03499984741211,,
BTI,BTI,Stocks,EQUITY,NYQ,62.65,55.365,57.205,57.205,57.205,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,57.439998626708984,56.93000030517578,57.18499946594238,57.689998626708984,56.7599983215332,57.224998474121094,,
AVGO,AVGO,Stocks,EQUITY,NMS,319.55,368.855,395.8425,395.8425,395.8425,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,393.5299987792969,385.1499938964844,389.3399963378906,407.2900085449219,397.3999938964844,402.3450012207031,,
BURL,BURL,Stocks,EQUITY,NYQ,306.87,253.78,266.05,266.05,266.05,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,273.0799865722656,256.32000732421875,264.6999969482422,272.29998779296875,262.5,267.3999938964844,,
CBRE,CBRE,Stocks,EQUITY,NYQ,147.66,142.86,159.48,159.48,159.48,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,162.24000549316406,160.36000061035156,161.3000030517578,160.16000366210938,155.16000366210938,157.66000366210938,,
CHRW,CHRW,Stocks,EQUITY,NMS,185.25,151.77,155.6175,155.6175,155.6175,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,158.64999389648438,154.42999267578125,156.5399932861328,156.5399932861328,152.85000610351562,154.69499969482422,,
CI,CI,Stocks,EQUITY,NYQ,289.82,276.77,264.18,264.18,264.18,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,269.0799865722656,263.8699951171875,266.47499084472656,265.5,258.2699890136719,261.88499450683594,,
CKHUY,CKHUY,Stocks,EQUITY,PNK,8.19,8.82,7.11,7.11,7.11,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,7.21999979019165,7.130000114440918,7.174999952316284,7.079999923706055,7.010000228881836,7.045000076293945,,
CSX,CSX,Stocks,EQUITY,NMS,42.69,49.345,36.4475,36.4475,36.4475,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,36.560001373291016,36.09000015258789,36.32500076293945,36.849998474121094,36.290000915527344,36.56999969482422,,
CVS,CVS,Stocks,EQUITY,NYQ,79.9,96.51,75.955,75.955,75.955,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,76.88999938964844,74.9800033569336,75.93500137329102,76.94999694824219,75.0,75.9749984741211,,
CAIXY,CAIXY,Stocks,EQUITY,PNK,4.09,5.12,3.8037,3.8037,3.8037,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,3.8499999046325684,3.7799999713897705,3.8149999380111694,3.819999933242798,3.765000104904175,3.7925000190734863,,
CCJ,CCJ,Stocks,EQUITY,NYQ,118.4,103.848,92.2525,92.2525,92.2525,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,95.0,90.66000366210938,92.83000183105469,92.69000244140625,90.66000366210938,91.67500305175781,,
CP,CP,Stocks,EQUITY,NYQ,87.59,91.58,74.3375,74.3375,74.3375,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,74.47000122070312,73.0199966430664,73.74499893188477,75.83999633789062,74.0199966430664,74.92999649047852,,
CGEMY,CGEMY,Stocks,EQUITY,PNK,25.25,24.46,33.71,33.71,33.71,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,33.779998779296875,33.5,33.63999938964844,33.970001220703125,33.59000015258789,33.78000068664551,,
COF,COF,Stocks,EQUITY,NYQ,195.64,215.53,231.0125,231.0125,231.0125,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,233.00999450683594,228.55999755859375,230.78499603271484,233.0399932861328,229.44000244140625,231.23999786376953,,
CAH,CAH,Stocks,EQUITY,NYQ,229.23,240.955,199.055,199.055,199.055,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,200.25999450683594,198.10000610351562,199.18000030517578,199.69000244140625,198.1699981689453,198.93000030517578,,
CABGY,CABGY,Stocks,EQUITY,PNK,31.1,27.63,25.1325,25.1325,25.1325,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,25.489999771118164,25.329999923706055,25.40999984741211,25.020000457763672,24.690000534057617,24.855000495910645,,
CG,CG,Stocks,EQUITY,NMS,51.99,46.49,56.6825,56.6825,56.6825,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,57.59000015258789,55.970001220703125,56.78000068664551,57.27000045776367,55.900001525878906,56.58500099182129,,
CCL,CCL,Stocks,EQUITY,NYQ,31.55,23.29,25.85,25.85,25.85,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,26.040000915527344,25.65999984741211,25.850000381469727,26.149999618530273,25.549999237060547,25.84999942779541,,
CARR,CARR,Stocks,EQUITY,NYQ,64.4,59.535,54.0375,54.0375,54.0375,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,54.79999923706055,54.0,54.39999961853027,54.36000061035156,52.9900016784668,53.67500114440918,,
CVNA,CVNA,Stocks,EQUITY,NYQ,334.16,75.36,84.335,421.675,421.675,1.0,5.0,2026-05-08 5:1,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,81.63800048828125,79.44200134277344,80.54000091552734,91.39399719238281,84.86599731445312,88.12999725341797,,
CAT,CAT,Stocks,EQUITY,NYQ,742.83,828.03,600.38,600.38,600.38,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,607.0,597.739990234375,602.3699951171875,604.8499755859375,591.9299926757812,598.3899841308594,,
CLS,CLS,Stocks,EQUITY,NYQ,277.63,335.05,330.93,330.93,330.93,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,327.95001220703125,320.6199951171875,324.2850036621094,343.0,332.1499938964844,337.5749969482422,,
CJPRY,CJPRY,Stocks,EQUITY,PNK,14.711,12.35,13.6575,13.6575,13.6575,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,13.680000305175781,13.420000076293945,13.550000190734863,13.989999771118164,13.539999961853027,13.764999866485596,,
CVX,CVX,Stocks,EQUITY,NYQ,186.76,210.503,150.0475,150.0475,150.0475,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,152.6300048828125,149.8300018310547,151.2300033569336,150.07000732421875,147.66000366210938,148.86500549316406,,
CMG,CMG,Stocks,EQUITY,NYQ,37.22,37.07,34.0,34.0,34.0,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,34.150001525878906,33.65999984741211,33.90500068664551,34.65999984741211,33.529998779296875,34.09499931335449,,
CHGCY,CHGCY,Stocks,EQUITY,PNK,33.61,21.07,26.49,26.49,26.49,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,27.579999923706055,25.5,26.539999961853027,27.469999313354492,25.40999984741211,26.4399995803833,,
CHD,CHD,Stocks,EQUITY,NYQ,104.86,97.025,83.51,83.51,83.51,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,84.9000015258789,83.51000213623047,84.20500183105469,84.13999938964844,81.48999786376953,82.81499862670898,,
CSCO,CSCO,Stocks,EQUITY,NMS,79.46,108.8,78.2725,78.2725,78.2725,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,78.19000244140625,77.4000015258789,77.79500198364258,79.37999725341797,78.12000274658203,78.75,,
CRUS,CRUS,Stocks,EQUITY,NMS,141.12,111.695,123.645,123.645,123.645,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,124.8499984741211,122.4000015258789,123.625,125.38999938964844,121.94000244140625,123.66500091552734,,
CTAS,CTAS,Stocks,EQUITY,NMS,201.13,200.47,184.935,184.935,184.935,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,186.97999572753906,183.8000030517578,185.38999938964844,186.13999938964844,182.82000732421875,184.4800033569336,,
C,C,Stocks,EQUITY,NYQ,110.19,137.85,108.7175,108.7175,108.7175,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,109.37000274658203,107.51000213623047,108.44000244140625,110.25,107.73999786376953,108.99499893188477,,
CFG,CFG,Stocks,EQUITY,NYQ,60.19,70.46,55.8775,55.8775,55.8775,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,56.16999816894531,55.439998626708984,55.80499839782715,56.439998626708984,55.459999084472656,55.94999885559082,,
NET,NET,Stocks,EQUITY,NYQ,172.19,287.375,203.4475,203.4475,203.4475,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,205.30999755859375,199.52000427246094,202.41500091552734,207.1699981689453,201.7899932861328,204.47999572753906,,
KO,KO,Stocks,EQUITY,NYQ,81.56,88.09,70.1125,70.1125,70.1125,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,70.70999908447266,69.87000274658203,70.29000091552734,70.37999725341797,69.48999786376953,69.93499755859375,,
CTSH,CTSH,Stocks,EQUITY,NMS,64.43,59.745,80.555,80.555,80.555,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,81.1500015258789,79.4800033569336,80.31500244140625,81.19000244140625,80.4000015258789,80.79500198364258,,
CL,CL,Stocks,EQUITY,NYQ,99.14,88.425,77.255,77.255,77.255,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,78.20999908447266,77.23999786376953,77.7249984741211,77.55000305175781,76.0199966430664,76.78499984741211,,
CMCSA,CMCSA,Stocks,EQUITY,NMS,30.96,26.16,25.5881,25.5881,27.3025,1.067,1.0,2026-01-05 1067:1000,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,26.316776275634766,25.501405715942383,25.909090995788574,25.62324333190918,24.910964965820312,25.267104148864746,,
CODYY,CODYY,Stocks,EQUITY,PNK,20.31,8.56,19.9732,19.9732,19.9732,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,20.243000030517578,20.1200008392334,20.18150043487549,19.8799991607666,19.649999618530273,19.764999389648438,,
CFRUY,CFRUY,Stocks,EQUITY,PNK,20.3,22.6,21.42,21.42,21.42,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,21.670000076293945,21.450000762939453,21.5600004196167,21.360000610351562,21.200000762939453,21.280000686645508,,
CMPGY,CMPGY,Stocks,EQUITY,OQX,30.72,30.44,31.485,31.485,31.485,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,31.84000015258789,31.540000915527344,31.690000534057617,31.3799991607666,31.18000030517578,31.27999973297119,,
CAG,CAG,Stocks,EQUITY,NYQ,19.25,15.255,17.06,17.06,17.06,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,17.139999389648438,16.860000610351562,17.0,17.350000381469727,16.889999389648438,17.119999885559082,,
COP,COP,Stocks,EQUITY,NYQ,113.46,134.9,93.4125,93.4125,93.4125,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,95.06999969482422,92.08000183105469,93.57500076293945,94.23999786376953,92.26000213623047,93.25,,
ED,ED,Stocks,EQUITY,NYQ,112.52,108.735,96.1,96.1,96.1,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,96.91000366210938,95.95999908447266,96.43500137329102,96.56999969482422,94.95999908447266,95.76499938964844,,
CPAY,CPAY,Stocks,EQUITY,NYQ,325.1,407.91,306.455,306.455,306.455,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,312.2799987792969,299.17999267578125,305.72999572753906,311.5,302.8599853515625,307.17999267578125,,
CTVA,CTVA,Stocks,EQUITY,NYQ,80.12,86.185,66.0225,66.0225,66.0225,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,67.02999877929688,65.93000030517578,66.47999954223633,66.06999969482422,65.05999755859375,65.56499862670898,,
COST,COST,Stocks,EQUITY,NMS,1010.79,909.83,893.9475,893.9475,893.9475,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,905.8900146484375,893.0,899.4450073242188,894.0,882.9000244140625,888.4500122070312,,
CRWD,CRWD,Stocks,EQUITY,NMS,371.98,209.759,129.0256,516.1024,516.1024,1.0,4.0,2026-07-02 4:1,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,131.72250366210938,127.08000183105469,129.40125274658203,130.0749969482422,127.2249984741211,128.64999771118164,,
CMI,CMI,Stocks,EQUITY,NYQ,583.87,566.39,510.635,510.635,510.635,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,514.4299926757812,506.44000244140625,510.43499755859375,515.8300170898438,505.8399963378906,510.8350067138672,,
DHI,DHI,Stocks,EQUITY,NYQ,160.39,139.1,157.67,157.67,157.67,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,162.10000610351562,158.52000427246094,160.31000518798828,158.0,152.05999755859375,155.02999877929688,,
DNBBY,DNBBY,Stocks,EQUITY,PNK,31.58,34.63,26.7075,26.7075,26.7075,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,26.84000015258789,26.6200008392334,26.730000495910645,26.760000228881836,26.610000610351562,26.6850004196167,,
DKILY,DKILY,Stocks,EQUITY,PNK,12.7,13.21,12.61,12.61,12.61,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,13.09000015258789,12.319999694824219,12.704999923706055,12.710000038146973,12.319999694824219,12.514999866485596,,
MBGYY,MBGYY,Stocks,EQUITY,PNK,17.33,13.81,17.855,17.855,17.855,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,17.90999984741211,17.760000228881836,17.835000038146973,17.989999771118164,17.760000228881836,17.875,,
DHR,DHR,Stocks,EQUITY,NYQ,210.64,206.28,225.875,225.875,225.875,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,228.47999572753906,225.0,226.73999786376953,226.75999450683594,223.25999450683594,225.00999450683594,,
DANOY,DANOY,Stocks,EQUITY,OQX,17.15,15.05,17.73,17.73,17.73,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,17.84000015258789,17.68000030517578,17.760000228881836,17.780000686645508,17.6200008392334,17.700000762939453,,
DNKEY,DNKEY,Stocks,EQUITY,OID,26.09,29.37,23.6775,23.6775,23.6775,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,23.75,23.479999542236328,23.614999771118164,23.889999389648438,23.59000015258789,23.739999771118164,,
DDOG,DDOG,Stocks,EQUITY,NMS,111.96,209.06,152.9363,152.9363,152.9363,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,153.0500030517578,150.0749969482422,151.5625,156.10000610351562,152.52000427246094,154.31000518798828,,
DECK,DECK,Stocks,EQUITY,NYQ,117.27,82.76,99.04,99.04,99.04,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,99.73999786376953,96.18000030517578,97.95999908447266,101.23999786376953,99.0,100.11999893188477,,
DE,DE,Stocks,EQUITY,NYQ,629.71,684.805,478.26,478.26,478.26,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,485.44000244140625,473.69000244140625,479.56500244140625,488.989990234375,464.9200134277344,476.9550018310547,,
DELL,DELL,Stocks,EQUITY,NYQ,148.08,532.35,139.0625,139.0625,139.0625,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,139.1999969482422,136.11000061035156,137.65499877929688,142.33999633789062,138.60000610351562,140.47000122070312,,
DAL,DAL,Stocks,EQUITY,NYQ,65.7,79.73,66.9625,66.9625,66.9625,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,67.75,66.30000305175781,67.0250015258789,67.75,66.05000305175781,66.9000015258789,,
DNZOY,DNZOY,Stocks,EQUITY,PNK,14.28,12.15,13.0075,13.0075,13.0075,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,13.399999618530273,12.850000381469727,13.125,12.920000076293945,12.859999656677246,12.889999866485596,,
DBOEY,DBOEY,Stocks,EQUITY,PNK,27.35,32.51,25.97,25.97,25.97,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,26.010000228881836,25.75,25.880000114440918,26.209999084472656,25.90999984741211,26.059999465942383,,
DTEGY,DTEGY,Stocks,EQUITY,OQX,40.28,32.76,31.9,31.9,31.9,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,32.16999816894531,31.979999542236328,32.07499885559082,32.04999923706055,31.399999618530273,31.72499942779541,,
DHLGY,DHLGY,Stocks,EQUITY,OID,58.92,31.94,26.5862,53.1724,53.1724,1.0,2.0,2026-03-30 2:1,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,26.614999771118164,26.44499969482422,26.52999973297119,26.739999771118164,26.545000076293945,26.642499923706055,,
DEO,DEO,Stocks,EQUITY,NYQ,89.5,87.28,88.4325,88.4325,88.4325,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,90.4800033569336,88.30999755859375,89.39500045776367,88.22000122070312,86.72000122070312,87.47000122070312,,
DKS,DKS,Stocks,EQUITY,NYQ,203.63,133.52,227.9575,227.9575,227.9575,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,236.86000061035156,226.33999633789062,231.5999984741211,229.89999389648438,218.72999572753906,224.31499481201172,,
DIS,DIS,Stocks,EQUITY,NYQ,106.04,104.465,105.9025,105.9025,105.9025,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,106.16999816894531,104.55999755859375,105.36499786376953,108.05000305175781,104.83000183105469,106.44000244140625,,
DLTR,DLTR,Stocks,EQUITY,NMS,126.48,124.49,120.875,120.875,120.875,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,125.79000091552734,115.62999725341797,120.70999908447266,124.6500015258789,117.43000030517578,121.04000091552734,,
